"I can't drive that way, always these bullshitty new technologies...",starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
the flux capacitor is misfiring and I can't put gas in my steering wheel.,other
Brake pedal vibrates or feels unsteady as you press down,brakes
I came out from work at the end of the day and the car would not start.,starter
It makes a weird whirring sound every time I start it,starter
Car makes a squeaky noise when stopping.,brakes
super frustrating every time I start my car starts.,starter
I can hear the starter firing but the car to turn over.,starter
My battery keeps dying.,other
Then I have to press the brake and the car made horrible grinding noises.,brakes
Squealing sound,brakes
"This is the third one, and I can't open the damn door to my previous display which is very unsafe.",other
Fuel economy has gotten very bad.,other
My cars breaks make a squeaking noise whenever I try to stop,brakes
My car drifts when driving it and my tires seem to be working.,other
It makes a sputtering noise and does not start.,starter
"sometimes, it won't turn on, but it won't turn off either.",other
Usefulness is vanishing...,other
"The gas door won't open, and I'm all out of park.",other
When I put the car is behaving very weird.,other
AC doesn't work well.,other
"sometimes, it won't go up at all!",other
It sputters for a while and never turns over.,starter
"I can't drive that way, always these bullshitty new technologies...",starter
Cannot get the car to turn over.,starter
Car takes too long to stop,brakes
My car is leaning on left,other
It seems like I have to brake again.,brakes
I press the brake pedal.,brakes
Alternator is faulty,starter
Car makes a squeaky noise when stopping.,brakes
The steering wheel shakes when running at speed,other
I tried starting my car starts.,starter
"It makes a weird whirring sound every time I start my car it just stops again, what is wrong!",starter
My car does not start.,starter
The seat belt itself on the left door is scratched.,other
I'm having an issue with fuel injection sensor or pressure.,other
AC doesn't work,other
My car is leaning on left,other
The windshield has a lot of black smoke and acrid smell.,other
the privacy glass between my driver and my seating area doesn't work well.,other
The steering wheel shudders and I hear a rattling noise when i drive it above 60 mph.,other
Not so much a grinding noise,brakes
When I try to start it.,starter
The oil change light comes on after an oil change light comes on and the air bag or seat belt.,other
Car won’t stop quickly,brakes
While driving I hear lot of grinding and scraping noises when stopping.,brakes
The car won't turn off either.,other
The windshield has a lot of black smoke and acrid smell.,other
"The gas door won't open, and I'm all out of gas.",other
car makes grinding noise,brakes
My air conditioning is whistling whenever it's turned on low.,other
Squealing sound,brakes
I think my alignment is bad.,other
Sometimes when I press the brakes disengage.,brakes
Car takes too long to stop the car.,brakes
I'm hearing a noise and feeling a vibration when I accelerate above 60 mph.,other
"When I tried to drive, the car does not stop",brakes
Plus it seems it takes more force to stop and sometimes very bumpy.,brakes
And the brake pedal.,brakes
Please help ASAP!,starter
Fuel economy has gotten very bad.,other
Dashboard computer reboots when traveling above 80mph,other
"This must be a sensor issue on this tire, but I'm not sure.",other
My car makes a sputtering noise and does not start.,starter
I keep my foot firmly pressing down on the brake and the car,brakes
68F,other
Car creates whistle sound each time I try to start it.,starter
"This is the third one, and I hear a rattling noise when i drive it above 60 mph.",other
My battery keeps dying.,other
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
It is very unpleasant.,brakes
AC doesn't work,other
windshield wipers,other
Just that odd clicking noise....,starter
I turn the key and nothing happens,starter
I'm on the freeway.,other
68F,other
I'm having an issue with fuel injection sensor or pressure.,other
The air conditioner only blows cold sometimes.,other
Car won’t stop quickly,brakes
Car won’t stop quickly,brakes
My car drifts when driving over painted lines on the freeway.,other
Rear right tail light is out.,other
Shuttering when accelerating,other
My car is now a pile of ashes.,other
The pedal feels squishy and pulses when I press on the brake pedal,brakes
"When turning, the car won't start!",other
My tire keeps going flat.,other
While driving I hear lot of grinding and scraping noises when I press on the brake and the car,brakes
My window won't roll up.,other
It seems like I have to brake the car does not stop,brakes
I can hear the starter with a hammer.,starter
Sometimes the car doesnt start.,starter
Sometimes the car would make a click click clicking sound but would not start.,starter
I try to start the engine doesn’t power up,starter
The oil change light comes on after an oil change has been performed.,other
The car is making a clicking noise.,other
super frustrating every time I start it,starter
I have to press the ignition button at least twice before my car but it doesn't work.,starter
car makes grinding noise,brakes
My air conditioning doesn't seem to be working.,other
It makes a grinding noise too.,starter
The battery is getting old so my range is a lag when I accelerate above 60 mph,other
the privacy glass between my driver and my seating area doesn't work,other
Front right corner is dented from a collision.,other
I have to press the ignition three times before the car doesnt start.,starter
I'm on the side of the vents doesn't feel any colder than the outside air.,other
My car makes a grinding noise too.,starter
It is very unpleasant.,brakes
Shuttering when accelerating,other
Car won’t stop quickly,brakes
"I'm hearing a noise and feeling a vibration when I turn the key, nothing happens.",other
"This must be a sensor issue on this tire, but I'm not sure.",other
I can't put gas in my car,other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
It sputters for a few seconds and then won't start again.,starter
There is a light that came on that looks to be working.,other
And the brake and the car refuses to stop,brakes
The car won't start!,other
The oil change has been performed.,other
my brakes make a terrible sound when stopping.,brakes
I came out from work at the end of the day and the car doesnt start.,starter
My car makes a weird whirring sound every time I start it,starter
Front right corner is dented from a collision.,other
Aaarrrggghhh!!!!,other
"I can't drive that way, always these bullshitty new technologies...",starter
It seems like I have to press the brakes a bit harder than I normally would.,brakes
"sometimes, it won't go up at all!",other
It is more squealing or screeching sounds than grinding.,brakes
It is more squealing or screeching sounds than grinding.,brakes
I hear a rattling noise when i drive it above 60 mph,other
Fuel economy has gotten very bad.,other
The car make some squeaking noises when I try to stop,brakes
The car make some squeaking noises when stopping.,brakes
"When I hit the start button to turn everything off, everything stays on.",other
the flux capacitor is misfiring and I can't get up to 88 MPH,other
It's an intense upper body workout to stay in one lane on the freeway.,other
I came out from work at the end of the day and the car doesnt start.,starter
"It won't go, but it kind of won't stop either.",other
It is more squealing or screeching sounds than grinding.,brakes
Squealing sound,brakes
I'm having an issue with fuel injection sensor or pressure.,other
Parking brake doesn’t return once released,brakes
I tried starting my car starts.,starter
Cannot get the car to turn over.,starter
That's all good.,other
The pedal feels squishy and pulses when I push hard on the brakes.,brakes
"When coming to a stop light, I press down",brakes
Metallic scraping or grinding noise and brakes disengage,brakes
I have a keyless start system and when I stop at a light or stop sign and then nothing happens.,starter
There isn't an immediate response.,other
My car does not start.,starter
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
"I'm hearing a noise and feeling a vibration when I turn the key, nothing happens.",other
There is a bit short these days.,other
"I can't drive that way, always these bullshitty new technologies...",starter
"The gas door won't open, and I'm all out of park.",other
I'm on the left door is scratched.,other
Metallic scraping or grinding noise,brakes
"Where's the place, where I need to insert my key to start the engine doesn’t power up",starter
AC doesn't work well.,other
The oil change has been performed.,other
I can hear the starter with a hammer.,starter
"When I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
When I try to start the ignition?,starter
The car pulls to the air coming out of gas.,other
The windshield has a growing crack in it.,other
my lights do not work,other
I press on the brake pedal.,brakes
The HVAC system is broken in the back of the car.,other
I was working on the passenger front side is having issues and does not roll back up.,other
The other 3 tires report normally.,other
"The warning indicator light is on, which means I need to have the car does not roll back up.",other
It makes clunking noises when I accelerate above 60 mph,other
I'm on the road,other
Car doesn't always start when it's low on blinker fluid,starter
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
"Rear right tail light is on, which means I need to have the car evaluated.",other
The car won't turn off either.,other
Squealing sound,brakes
My back seat seatbelt won't lock.,other
Just that odd clicking noise....,starter
"When I hit the start button to turn everything off, everything stays on.",other
The car make some squeaking noises when I try to stop,brakes
"When I hit the start button to turn everything off, everything stays on.",other
Just that odd clicking noise....,starter
Please help ASAP!,starter
I can't get up to 88 MPH,other
"If I try to set it at anything other than MAX COOL, it defaults to full blast cooling.",other
"Steering wheel shakes uncontrollably when I manually check it, it is fine.",other
"Everything seems to be working ok, but that sound wasn't there when I bought the car.",other
Fuel economy has gotten very bad.,other
Front right corner is dented from a collision.,other
"sometimes, it won't go up at all!",other
Squealing sound,brakes
"I was working on the fuel line, and apparently it came loose while driving.",other
It is more squealing or screeching sounds than grinding.,brakes
Just that odd clicking noise....,starter
It makes clunking noises when I push the gas peddle.,other
The oil change light comes on and the air coming out of gas.,other
"When I drive, I feel like the car evaluated.",other
There a loud knocking sound coming from somewhere in the front.,other
It is more squealing or screeching sounds than grinding.,brakes
That is all,other
Customer states breaks make noises and also take more time to stop.,brakes
car makes grinding noise,brakes
There isn't an immediate response.,other
There isn't an immediate response.,other
windshield wipers,other
68F,other
I can hear the starter with a hammer.,starter
Squealing sound,brakes
"When I hit the start button to turn everything off, everything stays on.",other
My car does not turn over.,starter
I think my car is leaning on left,other
windshield wipers,other
The air conditioner only blows cold sometimes.,other
Squealing sound,brakes
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
"Plus it seems it takes a long time to come to a stop light, I press on the brake pedal.",brakes
"This must be a sensor issue on this tire, but I'm not sure.",other
Car makes a squeaky noise when breaking.,brakes
Car makes a squeaky noise when stopping.,brakes
The pedal feels squishy and pulses when I try to stop the car.,brakes
Car won’t stop quickly,brakes
It then takes several clicks on the road,other
When I turn the key and nothing happens,starter
my brakes make a squeaking noise whenever I try to stop the car.,brakes
Fuel economy has gotten very bad.,other
Please help ASAP!,starter
Shuttering when accelerating,other
"The gas door won't open, and I'm all out of gas.",other
Fuel economy has gotten very bad.,other
I turn the key and hear funny sounds but nothing happens.,starter
"Starter makes clicking noise, won't start the engine doesn’t power up",starter
windshield wipers,other
I have some noise when i drive it above 60 mph,other
Metallic scraping or grinding noise and brakes disengage,brakes
My car makes a grinding sound for a while and never turns over.,starter
Car makes a squeaky noise when breaking.,brakes
super frustrating every time I start my car starts.,starter
"This must be a sensor issue on this tire, but I'm not sure.",other
"I can't drive that way, always these bullshitty new technologies...",starter
My air conditioning doesn't seem to be something related to the left.,other
That's all good.,other
I have a problem with my blinker fluid.,other
I turn the key and hear funny sounds but nothing happens.,starter
I have to press the ignition three times before the car would not start.,starter
"The gas door won't open, and I'm all out of the vents doesn't feel any colder than the outside air.",other
The steering wheel shakes when running at speed,other
The pedal feels squishy and pulses when I try to brake again.,brakes
Fuel economy has gotten very bad.,other
the privacy glass between my driver and my seating area doesn't work well.,other
My car is leaning on left,other
There isn't an immediate response.,other
I have the button pushed in and the batteries just keep dying after about a week.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
"I think my car if the control says, eg.",other
It makes a weird whirring sound every time I try to start the ignition?,starter
The air conditioner only blows cold sometimes.,other
Car won’t stop quickly,brakes
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
my car does not stop,brakes
My car is very unsafe.,other
It seems like I have to press the brakes a bit harder than I normally would.,brakes
Metallic scraping or grinding noise when stopping.,brakes
I have a keyless start system and when I stop at a light or stop sign and then nothing happens.,starter
Plus it seems it takes a long time to stop.,brakes
Sometimes the car is wrecking perfectly good batteries that should be lasting years.,starter
When I try to start the ignition?,starter
"my car does slow, but it takes a long time to stop.",brakes
Car won’t stop quickly,brakes
My air conditioning is whistling whenever it's turned on low.,other
My air conditioning is whistling whenever it's turned on low.,other
68F,other
"Plus it seems it takes more force to stop when I brake, after a few seconds, the brakes",brakes
My cars breaks make a terrible sound when stopping.,brakes
68F,other
AC doesn't work well.,other
Car makes a grinding noise when stopping.,brakes
"It won't start the engine only to find that the dashboard lights up, but the car to turn over.",starter
Dashboard computer reboots when traveling above 80mph,other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
I have the button pushed in and the batteries just keep dying after about a week.,other
It makes a sputtering noise and does not turn over.,starter
Brake pads appear less than ¼ inch thick,brakes
"When I drive, I feel like the car does not roll back up.",other
My back seat seatbelt won't lock.,other
Front right corner is dented from a collision.,other
"My cars breaks make noises and also take more time to come to a stop light, I press on the brakes.",brakes
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
Dashboard computer reboots when traveling above 80mph,other
Car dies when I stop at a light or stop sign and then won't start again.,starter
Fuel economy has gotten very bad.,other
I can't open the damn door to my car,other
super frustrating every time I try to start the ignition?,starter
Brake pedal vibrates or feels unsteady as you press down on the brake pedal.,brakes
There isn't an immediate response.,other
But the car is talking to me through the radio and asking me if I know where the All Spark is hidden,other
Aaarrrggghhh!!!!,other
Not so much a grinding noise when stopping.,brakes
Please help ASAP!,starter
Car takes too long to stop the car.,brakes
My battery keeps dying.,other
I can't get up to 88 MPH,other
"I turn the key, nothing happens.",other
It seems like I have to brake the car refuses to stop when I try to brake again.,brakes
There is a light that came on that looks to be wearing down at different rates.,other
Then I have to press the brakes,brakes
Usefulness is vanishing...,other
I can't get up to 88 MPH,other
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
Fuel economy has gotten very bad.,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
The car pulls to the air coming out of gas.,other
It's an intense upper body workout to stay in one lane on the road,other
"I keep driving past my driveway because the car does slow, but it takes more force to stop",brakes
That is all,other
I'm not sure if it is the battery since the lights and radio worked but it doesn't work.,starter
"This is the third one, and I can't get up to 88 MPH",other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Brake pedal vibrates or feels unsteady as you press down,brakes
Front right corner is dented from a collision.,other
The air conditioner only blows cold sometimes.,other
My window won't roll up.,other
Metallic scraping or grinding noise and brakes disengage,brakes
The car won't shift out of park.,other
Brake pedal vibrates or feels unsteady as you press down on the brakes.,brakes
"This is the third one, and I don't get it.",other
Car doesn't always start when it's low on blinker fluid,starter
My car makes a sputtering noise and does not turn over.,starter
There is a bit short these days.,other
my car does not stop,brakes
Shuttering when accelerating,other
"When coming to a stop at a stop at a stop at a stop at a stop light, I press down",brakes
Car won’t stop quickly,brakes
I think my alignment is bad.,other
"It won't go, but it kind of won't stop either.",other
"When I hit the start button to turn everything off, everything stays on.",other
Sometimes the car to turn over.,starter
The HVAC system is broken in the car.,other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
Parking brake doesn’t return once released,brakes
Car takes too long to stop when I push hard on the brake pedal,brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
Blind Spot Monitoring system will randomly be disabled.,other
There a loud knocking sound coming from the front of the car.,other
Steering wheel shakes uncontrollably when I bought the car.,other
My car drifts when driving it and my seating area doesn't work well.,other
Rear right tail light is out.,other
"Leak of a clear, cloudy, oil like substance in the car.",other
The car pulls to the air bag or seat belt.,other
"I tried starting my car it just stops again, what is wrong!",starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
"When I drive, I feel like the car does not feel secure.",other
Parking brake doesn’t return once released,brakes
"I can't drive that way, always these bullshitty new technologies...",starter
Aaarrrggghhh!!!!,other
The car pulls to the left.,other
Just that odd clicking noise....,starter
It's an intense upper body workout to stay in one lane on the left door is scratched.,other
"When I tried to drive, the car",brakes
And the brake pedal,brakes
I don't get it.,other
Dashboard computer reboots when traveling above 80mph,other
I hear a grinding noise as I drive.,other
Car won’t stop quickly,brakes
My car does not start.,starter
It is more squealing or screeching sounds than grinding.,brakes
Sometimes when I try to stop the car.,brakes
When I turn the key and nothing happens,starter
Metallic scraping or grinding noise and brakes disengage,brakes
"It sputters for a very long time to start, and if I push the key in it makes a grinding noise too.",starter
Car makes a grinding noise,brakes
the flux capacitor is misfiring and I don't get it.,other
Parking brake doesn’t return once released,brakes
"I have to press the ignition button at least twice before my car it just stops again, what is wrong!",starter
I have a problem with my blinker fluid.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
It won't start and doesn't respond when trying to jump start it.,starter
I can't put gas in my steering wheel.,other
the flux capacitor is misfiring and I don't get it.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
While driving I hear lot of grinding and scraping noises when stopping.,brakes
Cannot get the car doesnt start.,starter
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
Have to cycle the ignition button at least twice before my car but it doesn't work.,starter
Brake pads appear less than ¼ inch thick,brakes
Car takes too long to stop when I try to stop,brakes
Exhaust has a lot of black smoke and acrid smell.,other
Have to cycle the ignition button at least twice before my car but it definitely was not starting.,starter
I have to press the ignition three times before the car doesnt start.,starter
the flux capacitor is misfiring and I can't open the damn door to my car,other
The HVAC system is broken in the front.,other
Car does not start.,starter
But the car does not feel secure.,other
Car doesn't always start when it's low on blinker fluid,starter
I have a keyless start system and when I stop at a light or stop sign and then nothing happens.,starter
My air conditioning is whistling whenever it's turned on low.,other
Spongy brake pedal.,brakes
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
"I was working on the fuel line, and apparently it came loose while driving.",other
Exhaust has a lot of black smoke and acrid smell.,other
The car is talking to me through the radio and asking me if I know where the All Spark is hidden,other
Please help ASAP!,starter
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
My tire keeps going flat.,other
Car takes too long to stop the car.,brakes
"When it rains, the car won't start!",other
It seems like I have to press the brakes,brakes
Usefulness is vanishing...,other
my lights do not work,other
Cannot get the car doesnt start.,starter
"If I try to set it at anything other than MAX COOL, it defaults to full blast cooling.",other
My car makes a weird whirring sound every time I start my car starts.,starter
I hear a grinding noise coming from somewhere in the front.,other
Car does not turn over.,starter
The car won't shift out of the car.,other
I think my car is leaning on left,other
The pedal feels squishy and pulses when I try to brake again.,brakes
I keep driving past my driveway because the car does not stop,brakes
Then I have to press the brakes disengage.,brakes
"When I put the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
Aaarrrggghhh!!!!,other
Front right corner is dented from a collision.,other
super frustrating every time I start my car but it doesn't work.,starter
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
"When I hit the start button to turn everything off, everything stays on.",other
My tire keeps going flat.,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
There isn't an immediate response.,other
Spongy brake pedal.,brakes
Please help ASAP!,starter
It takes a long time before finally engaging and actually turning on.,starter
I turn the key and nothing happens,starter
68F,other
"To much technology, and that is ieven getting worse from model to newer model.",other
"But the car does not work, you pull the window up, it goes all the way up and then down.",other
I try to start the engine doesn’t power up,starter
"There is a lag when I manually check it, it is fine.",other
It makes a grinding sound for a few seconds and then nothing happens.,starter
It was really cold out and I could not get the emergency brake to disengage.,brakes
It won't start again.,starter
I turn the key in it makes a grinding noise too.,starter
When I turn the key and hear funny sounds but nothing happens.,starter
The windshield has a lot of black smoke and acrid smell.,other
The car make some squeaking noises when I press the brakes a bit harder than I normally would.,brakes
"I can't drive that way, always these bullshitty new technologies...",starter
My window won't roll up.,other
"Where's the place, where I need to insert my key to start the ignition?",starter
My back seat seatbelt won't lock.,other
It seems like I have to brake the car,brakes
There is a bit short these days.,other
The HVAC system is broken in the back of the vents doesn't feel any colder than the outside air.,other
Blind Spot Monitoring system will randomly be disabled.,other
My car is leaning on left,other
It makes a sputtering noise and does not turn over.,starter
It sputters for a while and never turns over.,starter
There is a bit short these days.,other
It is more squealing or screeching sounds than grinding.,brakes
The car pulls to the left.,other
The pedal feels squishy and pulses when I try to stop when I press on the brake pedal.,brakes
I can't put gas in my car,other
Blind Spot Monitoring system will randomly be disabled.,other
Just that odd clicking noise....,starter
Sometimes when I try to stop,brakes
Metallic scraping or grinding noise,brakes
When I turn the key and hear funny sounds but nothing happens.,starter
My car is leaning on left,other
My car is leaning on left,other
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
